sector,amount_($m),hq,series,source,date,company,source_page
Fintech - home loan,7.0,Gurugram,Seed + Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/home-loan-startup-ambak-raises-7-mn-led-by-peak-xv-8661535'}",2025-01-28,Ambak,858b2efb487d83a69d00013be5ef0ec6
Fintech - NBFC,5.77,Chennai,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://economictimes.indiatimes.com/tech/funding/lok-capital-and-uc-impower-invest-rs-50-crore-in-growxcd-finance/articleshow/117686694.cms'}",2025-01-29,GrowXCD Finance,858b2efb487d83a69d00013be5ef0ec6
E-Commerce - Fresh Produce,1.0,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/aeravti-ventures-leads-1-mn-round-in-origin-fresh-8661367'}",2025-01-28,Origin Fresh,858b2efb487d83a69d00013be5ef0ec6
Material Science Manufacturing,4.2,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/whizzo-raises-42-mn-in-seed-round-led-by-lightspeed-8659906'}",2025-01-28,Whizzo,858b2efb487d83a69d00013be5ef0ec6
EV - Battery Swapping,8.0,Mumbai,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/voltup-raises-8-mn-in-seed-funding-round-8657725'}",2025-01-27,VoltUp,858b2efb487d83a69d00013be5ef0ec6
AI,0.346,Jaipur,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://economictimes.indiatimes.com/tech/funding/medmitra-ai-raises-rs-3-crore-led-by-all-in-capital-weh-ventures/articleshow/117626643.cms'}",2025-01-28,MedMitra AI,858b2efb487d83a69d00013be5ef0ec6
Fintech - NBFC,4.0,Gurugram,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/nbfc-bizloan-raises-rs-35-cr-in-series-a-funding-8660744'}",2025-01-28,Bizloan,858b2efb487d83a69d00013be5ef0ec6
Luxury Concierge Services,1.0,Goa,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/shark-tank-fame-indulge-global-bags-funding-to-offer-concierge-services/'}",2025-01-27,INDULGE,858b2efb487d83a69d00013be5ef0ec6
Healthcare,13.0,Chennai,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/invascent-leads-13-mn-round-in-geri-care-health-services-8658435'}",2025-01-27,Geri Care Health Services,858b2efb487d83a69d00013be5ef0ec6
Clothing,,Gurugram,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/eternal-capital-and-mamaearths-ghazal-alagh-back-dressfolk-8657116'}",2025-01-27,Dressfolk,858b2efb487d83a69d00013be5ef0ec6
Fintech - Education,65.0,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/edtech-company-leap-raises-65-mn-led-by-apis-partners-8663858'}",2025-01-29,Leap,858b2efb487d83a69d00013be5ef0ec6
Spiritual,0.725,Kolkata,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/spiritual-tech-startup-utsav-raises-rs-635-cr-8677250'}",2025-01-31,Utsav,858b2efb487d83a69d00013be5ef0ec6
D2c Footwear Brand,2.5,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://economictimes.indiatimes.com/tech/funding/footwear-startup-chk-raises-2-5-million-from-accel-bluestone-others/articleshow/117696832.cms'}",2025-01-30,CHK,858b2efb487d83a69d00013be5ef0ec6
Cloud Kitchen,,Delhi,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://economictimes.indiatimes.com/tech/funding/curefoods-makes-strategic-investment-in-dras-ice/articleshow/117624539.cms'}",2025-01-28,Dras Ice,858b2efb487d83a69d00013be5ef0ec6
NBFC - Education,5.75,Mumbai,Debt,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/exclusive/exclusive-motilal-oswal-invests-in-edtech-focused-nbfc-auxilo-8698681'}",2025-02-07,Auxilo,61ab2efb487d8258a2170152f59374fe
Gaming commerce,0.5,Delhi,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/playsuper-raises-500k-in-seed-round-led-by-ian-group-and-100xvc-8695102'}",2025-02-06,PlaySuper,61ab2efb487d8258a2170152f59374fe
Health and Nutrition,1.0,Delhi,Bridge Round for Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/nutrition-brand-fitspire-raises-1-mn-in-pre-series-a-round-8692614'}",2025-02-05,Fitspire,61ab2efb487d8258a2170152f59374fe
Women’s wellness and hygiene,4.0,Mumbai,Pre-Series C,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/deepika-padukone-backed-wellness-brand-nua-raises-rs-35-cr-8695456'}",2025-02-06,Nua,61ab2efb487d8258a2170152f59374fe
Lab grown diamond,,Delhi,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/priyanka-gills-lab-grown-diamond-brand-coluxe-raises-angel-funding-8688430'}",2025-02-04,Coluxe,61ab2efb487d8258a2170152f59374fe
Drone battery,1.4,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/dreamfly-innovations-raises-rs-12-cr-in-seed-round-8694299'}",2025-02-05,Dreamfly Innovations,61ab2efb487d8258a2170152f59374fe
Homemade food delivery,1.0,Pune,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/foodtech-startup-mealawe-raises-1-mn-in-new-round-8692490'}",2025-02-05,Mealawe,61ab2efb487d8258a2170152f59374fe
Lending - Education,2.9,Mumbai,Bridge,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/exclusive/exclusive-eduvanz-secures-bridge-round-at-35-lower-valuation-8702252'}",2025-02-08,Eduvanz,61ab2efb487d8258a2170152f59374fe
GenAI,0.5,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/genai-startup-origamis-ai-raises-500k-in-seed-round-8692523'}",2025-02-05,Origamis AI,61ab2efb487d8258a2170152f59374fe
IoT and AI,0.64,Delhi,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/presage-insights-raises-seed-funding-round-8692558'}",2025-02-05,Presage Insights,61ab2efb487d8258a2170152f59374fe
AI,3.0,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/presentations-ai-bags-3-mn-to-roll-out-worlds-first-ai-powered-presentation-agent/'}",2025-02-04,Presentations.AI,61ab2efb487d8258a2170152f59374fe
Healthtech,0.7,Delhi,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/healthtech-startup-babynama-raises-700k-led-by-good-capital-8694916'}",2025-02-06,Babynama,61ab2efb487d8258a2170152f59374fe
Gaming,,Pune,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/bandai-namco-doubles-down-on-supergaming/'}",2025-02-04,SuperGaming,61ab2efb487d8258a2170152f59374fe
Fintech - lending against mutual funds,0.771,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/quicklend-raises-rs-675-cr-in-pre-seed-round-8691890'}",2025-02-05,Quicklend,61ab2efb487d8258a2170152f59374fe
D2C Hair Extensions,5.0,Gurugram,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/hairoriginals-raises-5-mn-in-series-a-round-led-by-anicut-and-12-flags-8691637'}",2025-02-05,HairOriginals,61ab2efb487d8258a2170152f59374fe
Care giving,0.23,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/caregiving-tech-startup-legup-raises-rs-2-cr-pre-seed-funding-8698887'}",2025-02-07,LegUp,61ab2efb487d8258a2170152f59374fe
Cybersecurity,2.7,Delhi,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/astra-security-bags-2-7-mn-to-offer-cybersecurity-solutions-to-enterprises/'}",2025-02-05,Astra Security,61ab2efb487d8258a2170152f59374fe
Fintech - Payments,53.0,Bengaluru,Series C,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/cashfree-payments-raises-53-mn-led-by-krafton-8690967'}",2025-02-05,Cashfree Payments,61ab2efb487d8258a2170152f59374fe
B2B Manufacturing,5.0,Gurugram,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/capgrid-solutions-raises-5-mn-led-by-anicut-capital-8712841'}",2025-02-12,CapGrid Solutions,1b9b2efb487d82999877010135d5a8bc
cross-border workforce mobility,7.0,Mumbai,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/borderplus-raises-7-mn-led-by-owl-ventures-8706328'}",2025-02-10,BorderPlus,1b9b2efb487d82999877010135d5a8bc
Alcohol Brand,1.2,Cherrapunji,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/cherrapunji-craft-gin-raises-12-mn-in-pre-series-a-round-8719814'}",2025-02-14,Cherrapunji Craft Gin,1b9b2efb487d82999877010135d5a8bc
Sexual Health and Wellness,5.0,Mumbai,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/mens-sexual-health-brand-bold-care-raises-5-mn-8709845'}",2025-02-11,Bold Care,1b9b2efb487d82999877010135d5a8bc
Fintech - Payments,78.0,Bengaluru,Series B,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/amazon-backed-tonetag-secures-78-mn-after-7-year-hiatus-8709604'}",2025-02-11,ToneTag,1b9b2efb487d82999877010135d5a8bc
D2C - Healthy Protein Bar,15.31,Mumbai,Series C,"{'id': 'hAIs', 'type': 'url', 'url': 'https://yourstory.com/2025/02/whole-truth-bags-rs-1333cr-series-c-round-valuation'}",2025-02-11,The Whole Truth,1b9b2efb487d82999877010135d5a8bc
Edtech,1.0,Noida,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/edtech-startup-vidysea-bags-1-mn-in-seed-round-8713649'}",2025-02-12,Vidyasea,1b9b2efb487d82999877010135d5a8bc
Robotics,2.0,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/anscer-robotics-secures-2-mn-from-info-edge-ventures/'}",2025-02-13,Anscer Robotics,1b9b2efb487d82999877010135d5a8bc
SaaS - Contract Lifecycle Management,54.0,Bengaluru,Series B,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/spotdraft-raises-54-mn-in-series-b-round-8715669'}",2025-02-13,SpotDraft,1b9b2efb487d82999877010135d5a8bc
Sportstech - Performance Analysis,0.5,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/sportstech-startup-stepout-raises-500k-in-seed-round-8712862'}",2025-02-12,StepOut,1b9b2efb487d82999877010135d5a8bc
Fintech,1.0,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/rupeeflo-raises-1-mn-from-piper-serica-8706125'}",2025-02-10,Rupeeflo,1b9b2efb487d82999877010135d5a8bc
Webtoon app,3.2,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/webtoon-comic-app-toonsutra-bags-3-2-mn-from-google-others/#'}",2025-02-12,Toonsutra,1b9b2efb487d82999877010135d5a8bc
Bike Taxi,29.7,Bengaluru,Series E,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/rapido-raises-rs-250-cr-from-prosus-as-part-of-series-e-round-8713477'}",2025-02-12,Rapido,1b9b2efb487d82999877010135d5a8bc
EV Battery,2.0,Bengaluru,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://yourstory.com/2025/02/energy-company-bags-2m-pre-seriesa-funding'}",2025-02-10,The Energy Company,1b9b2efb487d82999877010135d5a8bc
Cloud Storage Management,21.0,Bengaluru,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/lucidity-raises-21-mn-in-series-a-led-by-westbridge-8714913'}",2025-02-12,Lucidity,1b9b2efb487d82999877010135d5a8bc
Fintech,2.8,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/fintech-startup-mysa-28-mn-led-by-blume-ventures-8712976'}",2025-02-12,Mysa,1b9b2efb487d82999877010135d5a8bc
Fintech - investment,2.0,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/dsp-leads-2-mn-seed-round-in-arthalpha-8713124'}",2025-02-12,ArthAlpha,1b9b2efb487d82999877010135d5a8bc
Tea,0.125,Coimbatore,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/croft-beverages-raises-pre-seed-funding-round-8710613'}",2025-02-11,Croft Beverages,1b9b2efb487d82999877010135d5a8bc
Sports ,0.75,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/pickleball-chain-gorally-raises-750k-in-pre-seed-funding-8713152'}",2025-02-12,GoRally,1b9b2efb487d82999877010135d5a8bc
Healthcare,4.25,Delhi,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/nivaan-care-raises-425-mn-led-by-endiya-partners-8713038'}",2025-02-12,Nivaan Care,1b9b2efb487d82999877010135d5a8bc
Rewards and Loyalty Program Website,1.9,Gurugram,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/almonds-ai-raises-rs-16-cr-in-seed-funding-round-8720730'}",2025-02-14,Almonds AI,1b9b2efb487d82999877010135d5a8bc
Wealth Advisory,14.6,Mumbai ,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/exclusive/exclusive-waterfield-advisors-raises-rs-123-cr-at-rs-723-cr-valuation-8735322'}",2025-02-19,Waterfield Advisors,899b2efb487d830097538111b8fa9222
Gen AI,5.0,Hyderabad,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/ikonz-studios-raises-5-mn-in-pre-series-a-round-8729618'}",2025-02-17,Ikonz Studios,899b2efb487d830097538111b8fa9222
GenAI,16.0,Gurugram,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/spyne-raises-16-mn-in-series-a-round-led-by-vertex-ventures-8731156'}",2025-02-18,Spyne,899b2efb487d830097538111b8fa9222
B2B E-Commerce,75.0,Bengaluru,Series G,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/udaan-bags-75-mn-from-mg-prudential-at-flat-valuation/'}",2025-02-17,Udaan,899b2efb487d830097538111b8fa9222
Deeptech,1.7,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/transition-vc-leads-17-mn-round-in-dynolt-technologies-8730916'}",2025-02-18,Dynolt Technologies,899b2efb487d830097538111b8fa9222
Device as a Service,4.5,Bengaluru,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/daas-platform-swish-club-raises-45-mn-in-pre-series-a-8730922'}",2025-02-18,Swish Club,899b2efb487d830097538111b8fa9222
IoT,5.0,Delhi,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/probus-raises-5-mn-led-by-unicorn-india-ventures-8734834'}",2025-02-19,Probus,899b2efb487d830097538111b8fa9222
Cloud Kitchen,4.4,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/exclusive/exclusive-curefoods-gets-landmark-group-backing-expands-esop-pool-8728791'}",2025-02-17,Curefoods,899b2efb487d830097538111b8fa9222
Women Health and Wellness ,1.0,Bengaluru,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/healthfab-raises-1-mn-in-pre-series-a-round-8735177'}",2025-02-19,Healthfab,899b2efb487d830097538111b8fa9222
Fashion,6.0,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/exclusive/exclusive-a91-partners-backs-rare-rabbit-in-new-round-8728019'}",2025-02-17,The House of Rare,899b2efb487d830097538111b8fa9222
NBFC - Lending,5.0,Mumbai,Debt,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/credit-fair-raises-5-mn-in-debt-from-symbiotics-investments/'}",2025-02-19,Credit Fair,899b2efb487d830097538111b8fa9222
Ice Cream Brand,1.75,Mumbai,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/john-abraham-backed-noto-ice-cream-raises-rs-15-cr-8739208'}",2025-02-20,NOTO,899b2efb487d830097538111b8fa9222
Pet Care Brand,8.0,Bengaluru,Series B,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/pet-food-brand-dogsee-chew-raises-8-mn-to-scale-global-operations/'}",2025-02-20,Dogsee Chew,899b2efb487d830097538111b8fa9222
E-Commerce - Independent Verification Platform,1.0,Mumbai,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/you-care-lifestyle-raises-1-mn-in-pre-seed-round-8728380'}",2025-02-17,You Care Lifestyle,899b2efb487d830097538111b8fa9222
Fintech,1.1,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/dodo-payments-raises-11-mn-in-pre-seed-round-8754518'}",2025-02-25,Dodo Payments,beab2efb487d83f8be96818239802c69
Plant-based Nutrition Brand,0.573,Hyderabad,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/nutrition-brand-earthful-raises-seed-round-8761096'}",2025-02-27,Earthful,beab2efb487d83f8be96818239802c69
Spacetech,1.5,Kolkata,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/spacetech-startup-sisir-radar-raises-15-mn-in-seed-round-8764118'}",2025-02-28,Sisir Radar,beab2efb487d83f8be96818239802c69
Healthcare HRtech,1.4,Gurugram,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/jobizo-raises-14-mn-led-by-alkemi-growth-capital-8756369'}",2025-02-25,Jobizo,beab2efb487d83f8be96818239802c69
Spacetech,1.3,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/astrogate-labs-raises-13-mn-led-by-piper-serica-8760743'}",2025-02-27,Astrogate Labs,beab2efb487d83f8be96818239802c69
Cross Border Payments,2.0,Mumbai,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/hiwipay-raises-2-mn-in-seed-funding-led-by-unicorn-india-ventures-8757888'}",2025-02-26,HiWiPay,beab2efb487d83f8be96818239802c69
Fintech - Lending,11.47,Gurugram,Debt,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/exclusive/exclusive-oxyzo-secures-rs-100-cr-debt-8751441'}",2025-02-24,Oxyzo,beab2efb487d83f8be96818239802c69
Laundry Service,5.74,Delhi,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/quick-clean-raises-rs-50-cr-in-series-a-round-8758289'}",2025-02-26,Quick Clean,beab2efb487d83f8be96818239802c69
Logistics,0.5,Chandigarh,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/logistics-startup-pickkup-raises-500k-in-seed-round-led-by-we-founder-circle-8761206'}",2025-02-27,Pickkup,beab2efb487d83f8be96818239802c69
Gaming,1.2,Mumbai,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/triple-tap-games-raises-12-mn-in-pre-seed-round-led-by-eximius-and-kalaari-8757670'}",2025-02-26,Triple Tap Games,beab2efb487d83f8be96818239802c69
Deeptech,0.26,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/make-in-box-secures-260k-in-pre-series-funding-round-8755436'}",2025-02-25,Make in the Box,beab2efb487d83f8be96818239802c69
Home Decor Brand,1.0,,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/home-decor-brand-ritualistic-raises-1-mn-8761454'}",2025-02-27,Ritualistic,beab2efb487d83f8be96818239802c69
B2B - E-Commerce,50.0,Gurugram,Series C,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/geniemode-raises-50-mn-in-series-c-round-led-by-multiples-and-fundamentum-8751618'}",2025-02-24,Geniemode,beab2efb487d83f8be96818239802c69
EV,2.5,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/vidyut-raises-25-mn-to-expand-battery-as-a-service-financing-biz-8757423'}",2025-02-26,Vidyut,beab2efb487d83f8be96818239802c69
IT,1.14,Bengaluru,Debt,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/technodysis-secures-rs-10-cr-in-debt-from-recur-club-8754530'}",2025-02-25,Technodysis,beab2efb487d83f8be96818239802c69
Skincare,,Delhi,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/rishabh-pant-backs-skincare-brand-amantyacare-8764813'}",2025-02-28,Amantyacare,beab2efb487d83f8be96818239802c69
Healthcare,18.0,Mumbai,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/moc-cancer-care-raises-18-mn-led-by-elevation-capital-8757518'}",2025-02-26,MOC Cancer Care,beab2efb487d83f8be96818239802c69
Healthcare - Fertility Care,1.0,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/arva-health-raises-1-mn-in-pre-seed-led-by-all-in-capital-8773513'}",2025-03-03,Arva Health,a9fb2efb487d8348873581eeaba72e63
Debt Resolution Platform,3.5,Mumbai,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/kissht-co-founders-startup-rezolv-raises-35-mn-in-seed-round-8777381'}",2025-03-04,Resolv,a9fb2efb487d8348873581eeaba72e63
SaaS,0.1,Delhi,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/gainhubai-bags-100k-in-pre-series-bridge-round-8827135'}",2025-03-06,GainHub.ai,a9fb2efb487d8348873581eeaba72e63
AI driven creative automation,2.7,Gurugram,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/photai-raises-27-mn-to-automate-e-commerce-creative-design-8817121'}",2025-03-06,Phot.AI,a9fb2efb487d8348873581eeaba72e63
Fintech - Investment,3.0,Pune,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/round-up-investing-platform-deciml-raises-3-mn-is-seed-round-8776381'}",2025-03-04,Deciml,a9fb2efb487d8348873581eeaba72e63
Insurance Tech,70.0,Gurugram,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/beams-fintech-fund-leads-70-mn-round-in-insurancedekho-8776738'}",2025-03-04,InsuranceDekho,a9fb2efb487d8348873581eeaba72e63
Link in Bio,0.15,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/dotme-bags-150k-from-jimmys-cocktails-mirza-l-baig-8776269'}",2025-03-04,DotMe,a9fb2efb487d8348873581eeaba72e63
Religious Products,0.12,Gurugram,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/pandas-box-divine-hindu-and-blep-petcare-get-funding-at-elevate-demo-day-8777526'}",2025-03-04,Divine Hindu,a9fb2efb487d8348873581eeaba72e63
Fintech,1.1,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/credresolve-raises-11-mn-in-seed-round-8773410'}",2025-03-03,CredResolve ,a9fb2efb487d8348873581eeaba72e63
Petcare,0.12,Delhi,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/pandas-box-divine-hindu-and-blep-petcare-get-funding-at-elevate-demo-day-8777526'}",2025-03-04,Blep Petcare,a9fb2efb487d8348873581eeaba72e63
Consumer Electronics,5.0,Gurugram,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/nuuk-raises-5-mn-in-series-a-round-led-by-vertex-ventures-8795487'}",2025-03-05,Nuuk,a9fb2efb487d8348873581eeaba72e63
